ensg_id	external_gene_name	chromosome_name	description
ENSG00000160294	MCM3AP	21	minichromosome maintenance complex component 3 associated protein [Source:HGNC Symbol;Acc:HGNC:6946]
ENSG00000160401	CFAP157	9	cilia and flagella associated protein 157 [Source:HGNC Symbol;Acc:HGNC:27843]
ENSG00000160471	COX6B2	19	cytochrome c oxidase subunit 6B2 [Source:HGNC Symbol;Acc:HGNC:24380]
ENSG00000160799	CCDC12	3	coiled-coil domain containing 12 [Source:HGNC Symbol;Acc:HGNC:28332]
ENSG00000160868	CYP3A4	7	cytochrome P450 family 3 subfamily A member 4 [Source:HGNC Symbol;Acc:HGNC:2637]
ENSG00000160917	CPSF4	7	cleavage and polyadenylation specific factor 4 [Source:HGNC Symbol;Acc:HGNC:2327]
ENSG00000160993	ALKBH4	7	alkB homolog 4, lysine demethylase [Source:HGNC Symbol;Acc:HGNC:21900]
ENSG00000161048	NAPEPLD	7	N-acyl phosphatidylethanolamine phospholipase D [Source:HGNC Symbol;Acc:HGNC:21683]
ENSG00000161180	CCDC116	22	coiled-coil domain containing 116 [Source:HGNC Symbol;Acc:HGNC:26688]
ENSG00000161905	ALOX15	17	arachidonate 15-lipoxygenase [Source:HGNC Symbol;Acc:HGNC:433]
ENSG00000162063	CCNF	16	cyclin F [Source:HGNC Symbol;Acc:HGNC:1591]
ENSG00000162227	TAF6L	11	TATA-box binding protein associated factor 6 like [Source:HGNC Symbol;Acc:HGNC:17305]
ENSG00000162377	COA7	1	cytochrome c oxidase assembly factor 7 (putative) [Source:HGNC Symbol;Acc:HGNC:25716]
ENSG00000162407	PLPP3	1	phospholipid phosphatase 3 [Source:HGNC Symbol;Acc:HGNC:9229]
ENSG00000162419	GMEB1	1	glucocorticoid modulatory element binding protein 1 [Source:HGNC Symbol;Acc:HGNC:4370]
ENSG00000162461	SLC25A34	1	solute carrier family 25 member 34 [Source:HGNC Symbol;Acc:HGNC:27653]
ENSG00000162601	MYSM1	1	Myb like, SWIRM and MPN domains 1 [Source:HGNC Symbol;Acc:HGNC:29401]
ENSG00000162650	ATXN7L2	1	ataxin 7 like 2 [Source:HGNC Symbol;Acc:HGNC:28713]
ENSG00000162654	GBP4	1	guanylate binding protein 4 [Source:HGNC Symbol;Acc:HGNC:20480]
ENSG00000162733	DDR2	1	discoidin domain receptor tyrosine kinase 2 [Source:HGNC Symbol;Acc:HGNC:2731]
ENSG00000162757	C1orf74	1	chromosome 1 open reading frame 74 [Source:HGNC Symbol;Acc:HGNC:26319]
ENSG00000162775	RBM15	1	RNA binding motif protein 15 [Source:HGNC Symbol;Acc:HGNC:14959]
ENSG00000162998	FRZB	2	frizzled related protein [Source:HGNC Symbol;Acc:HGNC:3959]
ENSG00000163016	ALMS1P1	2	ALMS1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:29586]
ENSG00000163017	ACTG2	2	actin gamma 2, smooth muscle [Source:HGNC Symbol;Acc:HGNC:145]
ENSG00000163141	BNIPL	1	BCL2 interacting protein like [Source:HGNC Symbol;Acc:HGNC:16976]
ENSG00000163155	LYSMD1	1	LysM domain containing 1 [Source:HGNC Symbol;Acc:HGNC:32070]
ENSG00000163157	TMOD4	1	tropomodulin 4 [Source:HGNC Symbol;Acc:HGNC:11874]
ENSG00000163251	FZD5	2	frizzled class receptor 5 [Source:HGNC Symbol;Acc:HGNC:4043]
ENSG00000163359	COL6A3	2	collagen type VI alpha 3 chain [Source:HGNC Symbol;Acc:HGNC:2213]
ENSG00000163428	LRRC58	3	leucine rich repeat containing 58 [Source:HGNC Symbol;Acc:HGNC:26968]
ENSG00000163545	NUAK2	1	NUAK family kinase 2 [Source:HGNC Symbol;Acc:HGNC:29558]
ENSG00000163606	CD200R1	3	CD200 receptor 1 [Source:HGNC Symbol;Acc:HGNC:24235]
ENSG00000163611	SPICE1	3	spindle and centriole associated protein 1 [Source:HGNC Symbol;Acc:HGNC:25083]
ENSG00000163631	ALB	4	albumin [Source:HGNC Symbol;Acc:HGNC:399]
ENSG00000163697	APBB2	4	amyloid beta precursor protein binding family B member 2 [Source:HGNC Symbol;Acc:HGNC:582]
ENSG00000163701	IL17RE	3	interleukin 17 receptor E [Source:HGNC Symbol;Acc:HGNC:18439]
ENSG00000163734	CXCL3	4	C-X-C motif chemokine ligand 3 [Source:HGNC Symbol;Acc:HGNC:4604]
ENSG00000163736	PPBP	4	pro-platelet basic protein [Source:HGNC Symbol;Acc:HGNC:9240]
ENSG00000163737	PF4	4	platelet factor 4 [Source:HGNC Symbol;Acc:HGNC:8861]
ENSG00000163806	SPDYA	2	speedy/RINGO cell cycle regulator family member A [Source:HGNC Symbol;Acc:HGNC:30613]
ENSG00000163811	WDR43	2	WD repeat domain 43 [Source:HGNC Symbol;Acc:HGNC:28945]
ENSG00000163817	SLC6A20	3	solute carrier family 6 member 20 [Source:HGNC Symbol;Acc:HGNC:30927]
ENSG00000163909	HEYL	1	hes related family bHLH transcription factor with YRPW motif like [Source:HGNC Symbol;Acc:HGNC:4882]
ENSG00000164002	EXO5	1	exonuclease 5 [Source:HGNC Symbol;Acc:HGNC:26115]
ENSG00000164050	PLXNB1	3	plexin B1 [Source:HGNC Symbol;Acc:HGNC:9103]
ENSG00000164053	ATRIP	3	ATR interacting protein [Source:HGNC Symbol;Acc:HGNC:33499]
ENSG00000164078	MST1R	3	macrophage stimulating 1 receptor [Source:HGNC Symbol;Acc:HGNC:7381]
ENSG00000164082	GRM2	3	glutamate metabotropic receptor 2 [Source:HGNC Symbol;Acc:HGNC:4594]
ENSG00000164104	HMGB2	4	high mobility group box 2 [Source:HGNC Symbol;Acc:HGNC:5000]
ENSG00000164171	ITGA2	5	integrin subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:6137]
ENSG00000164309	CMYA5	5	cardiomyopathy associated 5 [Source:HGNC Symbol;Acc:HGNC:14305]
ENSG00000164338	UTP15	5	UTP15 small subunit processome component [Source:HGNC Symbol;Acc:HGNC:25758]
ENSG00000164362	TERT	5	telomerase reverse transcriptase [Source:HGNC Symbol;Acc:HGNC:11730]
ENSG00000164400	CSF2	5	colony stimulating factor 2 [Source:HGNC Symbol;Acc:HGNC:2434]
ENSG00000164404	GDF9	5	growth differentiation factor 9 [Source:HGNC Symbol;Acc:HGNC:4224]
ENSG00000164463	CREBRF	5	CREB3 regulatory factor [Source:HGNC Symbol;Acc:HGNC:24050]
ENSG00000164556	FAM183BP	7	family with sequence similarity 183 member B, pseudogene [Source:HGNC Symbol;Acc:HGNC:34511]
ENSG00000164591	MYOZ3	5	myozenin 3 [Source:HGNC Symbol;Acc:HGNC:18565]
ENSG00000164626	KCNK5	6	potassium two pore domain channel subfamily K member 5 [Source:HGNC Symbol;Acc:HGNC:6280]
ENSG00000164683	HEY1	8	hes related family bHLH transcription factor with YRPW motif 1 [Source:HGNC Symbol;Acc:HGNC:4880]
ENSG00000164933	SLC25A32	8	solute carrier family 25 member 32 [Source:HGNC Symbol;Acc:HGNC:29683]
ENSG00000165029	ABCA1	9	ATP binding cassette subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:29]
ENSG00000165197	VEGFD	X	vascular endothelial growth factor D [Source:HGNC Symbol;Acc:HGNC:3708]
ENSG00000165526	RPUSD4	11	RNA pseudouridine synthase D4 [Source:HGNC Symbol;Acc:HGNC:25898]
ENSG00000165527	ARF6	14	ADP ribosylation factor 6 [Source:HGNC Symbol;Acc:HGNC:659]
ENSG00000165617	DACT1	14	dishevelled binding antagonist of beta catenin 1 [Source:HGNC Symbol;Acc:HGNC:17748]
ENSG00000165684	SNAPC4	9	small nuclear RNA activating complex polypeptide 4 [Source:HGNC Symbol;Acc:HGNC:11137]
ENSG00000165724	ZMYND19	9	zinc finger MYND-type containing 19 [Source:HGNC Symbol;Acc:HGNC:21146]
ENSG00000165801	ARHGEF40	14	Rho guanine nucleotide exchange factor 40 [Source:HGNC Symbol;Acc:HGNC:25516]
ENSG00000165807	PPP1R36	14	protein phosphatase 1 regulatory subunit 36 [Source:HGNC Symbol;Acc:HGNC:20097]
ENSG00000165861	ZFYVE1	14	zinc finger FYVE-type containing 1 [Source:HGNC Symbol;Acc:HGNC:13180]
ENSG00000165898	ISCA2	14	iron-sulfur cluster assembly 2 [Source:HGNC Symbol;Acc:HGNC:19857]
ENSG00000165970	SLC6A5	11	solute carrier family 6 member 5 [Source:HGNC Symbol;Acc:HGNC:11051]
ENSG00000165972	CCDC38	12	coiled-coil domain containing 38 [Source:HGNC Symbol;Acc:HGNC:26843]
ENSG00000166106	ADAMTS15	11	ADAM metallopeptidase with thrombospondin type 1 motif 15 [Source:HGNC Symbol;Acc:HGNC:16305]
ENSG00000166189	HPS6	10	HPS6 biogenesis of lysosomal organelles complex 2 subunit 3 [Source:HGNC Symbol;Acc:HGNC:18817]
ENSG00000166268	MYRFL	12	myelin regulatory factor like [Source:HGNC Symbol;Acc:HGNC:26316]
ENSG00000166317	SYNPO2L	10	synaptopodin 2 like [Source:HGNC Symbol;Acc:HGNC:23532]
ENSG00000166341	DCHS1	11	dachsous cadherin-related 1 [Source:HGNC Symbol;Acc:HGNC:13681]
ENSG00000166477	LEO1	15	LEO1 homolog, Paf1/RNA polymerase II complex component [Source:HGNC Symbol;Acc:HGNC:30401]
ENSG00000166569	CPLX4	18	complexin 4 [Source:HGNC Symbol;Acc:HGNC:24330]
ENSG00000166592	RRAD	16	RRAD, Ras related glycolysis inhibitor and calcium channel regulator [Source:HGNC Symbol;Acc:HGNC:10446]
ENSG00000166743	ACSM1	16	acyl-CoA synthetase medium chain family member 1 [Source:HGNC Symbol;Acc:HGNC:18049]
ENSG00000166800	LDHAL6A	11	lactate dehydrogenase A like 6A [Source:HGNC Symbol;Acc:HGNC:28335]
ENSG00000166863	TAC3	12	tachykinin precursor 3 [Source:HGNC Symbol;Acc:HGNC:11521]
ENSG00000166917	MIR202HG	10	MIR202 host gene [Source:HGNC Symbol;Acc:HGNC:49402]
ENSG00000166949	SMAD3	15	SMAD family member 3 [Source:HGNC Symbol;Acc:HGNC:6769]
ENSG00000167114	SLC27A4	9	solute carrier family 27 member 4 [Source:HGNC Symbol;Acc:HGNC:10998]
ENSG00000167173	C15orf39	15	chromosome 15 open reading frame 39 [Source:HGNC Symbol;Acc:HGNC:24497]
ENSG00000167258	CDK12	17	cyclin dependent kinase 12 [Source:HGNC Symbol;Acc:HGNC:24224]
ENSG00000167264	DUS2	16	dihydrouridine synthase 2 [Source:HGNC Symbol;Acc:HGNC:26014]
ENSG00000167371	PRRT2	16	proline rich transmembrane protein 2 [Source:HGNC Symbol;Acc:HGNC:30500]
ENSG00000167566	NCKAP5L	12	NCK associated protein 5 like [Source:HGNC Symbol;Acc:HGNC:29321]
ENSG00000167588	GPD1	12	glycerol-3-phosphate dehydrogenase 1 [Source:HGNC Symbol;Acc:HGNC:4455]
ENSG00000167625	ZNF526	19	zinc finger protein 526 [Source:HGNC Symbol;Acc:HGNC:29415]
ENSG00000167759	KLK13	19	kallikrein related peptidase 13 [Source:HGNC Symbol;Acc:HGNC:6361]
ENSG00000167778	SPRYD3	12	SPRY domain containing 3 [Source:HGNC Symbol;Acc:HGNC:25920]
ENSG00000167780	SOAT2	12	sterol O-acyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:11178]
ENSG00000167941	SOST	17	sclerostin [Source:HGNC Symbol;Acc:HGNC:13771]
ENSG00000168000	BSCL2	11	BSCL2 lipid droplet biogenesis associated, seipin [Source:HGNC Symbol;Acc:HGNC:15832]
ENSG00000168040	FADD	11	Fas associated via death domain [Source:HGNC Symbol;Acc:HGNC:3573]
ENSG00000168060	NAALADL1	11	N-acetylated alpha-linked acidic dipeptidase like 1 [Source:HGNC Symbol;Acc:HGNC:23536]
ENSG00000168116	KIAA1586	6	KIAA1586 [Source:HGNC Symbol;Acc:HGNC:21360]
ENSG00000168273	SMIM4	3	small integral membrane protein 4 [Source:HGNC Symbol;Acc:HGNC:37257]
ENSG00000168314	MOBP	3	myelin associated oligodendrocyte basic protein [Source:HGNC Symbol;Acc:HGNC:7189]
ENSG00000168329	CX3CR1	3	C-X3-C motif chemokine receptor 1 [Source:HGNC Symbol;Acc:HGNC:2558]
ENSG00000168612	ZSWIM1	20	zinc finger SWIM-type containing 1 [Source:HGNC Symbol;Acc:HGNC:16155]
ENSG00000168631	MUCL3	6	mucin like 3 [Source:HGNC Symbol;Acc:HGNC:21666]
ENSG00000168928	CTRB2	16	chymotrypsinogen B2 [Source:HGNC Symbol;Acc:HGNC:2522]
ENSG00000168961	LGALS9	17	galectin 9 [Source:HGNC Symbol;Acc:HGNC:6570]
ENSG00000169047	IRS1	2	insulin receptor substrate 1 [Source:HGNC Symbol;Acc:HGNC:6125]
ENSG00000169085	VXN	8	vexin [Source:HGNC Symbol;Acc:HGNC:28498]
ENSG00000169169	CPT1C	19	carnitine palmitoyltransferase 1C [Source:HGNC Symbol;Acc:HGNC:18540]
ENSG00000169194	IL13	5	interleukin 13 [Source:HGNC Symbol;Acc:HGNC:5973]
ENSG00000169242	EFNA1	1	ephrin A1 [Source:HGNC Symbol;Acc:HGNC:3221]
ENSG00000169251	NMD3	3	NMD3 ribosome export adaptor [Source:HGNC Symbol;Acc:HGNC:24250]
ENSG00000169327	OR5AU1	14	olfactory receptor family 5 subfamily AU member 1 [Source:HGNC Symbol;Acc:HGNC:15362]
ENSG00000169403	PTAFR	1	platelet activating factor receptor [Source:HGNC Symbol;Acc:HGNC:9582]
ENSG00000169429	CXCL8	4	C-X-C motif chemokine ligand 8 [Source:HGNC Symbol;Acc:HGNC:6025]
ENSG00000169710	FASN	17	fatty acid synthase [Source:HGNC Symbol;Acc:HGNC:3594]
ENSG00000169715	MT1E	16	metallothionein 1E [Source:HGNC Symbol;Acc:HGNC:7397]
ENSG00000169876	MUC17	7	mucin 17, cell surface associated [Source:HGNC Symbol;Acc:HGNC:16800]
ENSG00000169951	ZNF764	16	zinc finger protein 764 [Source:HGNC Symbol;Acc:HGNC:28200]
ENSG00000170092	SPDYE5	7	speedy/RINGO cell cycle regulator family member E5 [Source:HGNC Symbol;Acc:HGNC:35464]
ENSG00000170345	FOS	14	Fos proto-oncogene, AP-1 transcription factor subunit [Source:HGNC Symbol;Acc:HGNC:3796]
ENSG00000170458	CD14	5	CD14 molecule [Source:HGNC Symbol;Acc:HGNC:1628]
ENSG00000170468	RIOX1	14	ribosomal oxygenase 1 [Source:HGNC Symbol;Acc:HGNC:20968]
ENSG00000170477	KRT4	12	keratin 4 [Source:HGNC Symbol;Acc:HGNC:6441]
ENSG00000170779	CDCA4	14	cell division cycle associated 4 [Source:HGNC Symbol;Acc:HGNC:14625]
ENSG00000170827	CELP	9	carboxyl ester lipase pseudogene [Source:HGNC Symbol;Acc:HGNC:1849]
ENSG00000171017	LRRC8E	19	leucine rich repeat containing 8 VRAC subunit E [Source:HGNC Symbol;Acc:HGNC:26272]
ENSG00000171056	SOX7	8	SRY-box transcription factor 7 [Source:HGNC Symbol;Acc:HGNC:18196]
ENSG00000171115	GIMAP8	7	GTPase, IMAP family member 8 [Source:HGNC Symbol;Acc:HGNC:21792]
ENSG00000171116	HSFX1	X	heat shock transcription factor family, X-linked 1 [Source:HGNC Symbol;Acc:HGNC:29603]
ENSG00000171161	ZNF672	1	zinc finger protein 672 [Source:HGNC Symbol;Acc:HGNC:26179]
ENSG00000171223	JUNB	19	JunB proto-oncogene, AP-1 transcription factor subunit [Source:HGNC Symbol;Acc:HGNC:6205]
ENSG00000171224	FAM241B	10	family with sequence similarity 241 member B [Source:HGNC Symbol;Acc:HGNC:23519]
ENSG00000171401	KRT13	17	keratin 13 [Source:HGNC Symbol;Acc:HGNC:6415]
ENSG00000171446	KRT27	17	keratin 27 [Source:HGNC Symbol;Acc:HGNC:30841]
ENSG00000171453	POLR1C	6	RNA polymerase I and III subunit C [Source:HGNC Symbol;Acc:HGNC:20194]
ENSG00000171604	CXXC5	5	CXXC finger protein 5 [Source:HGNC Symbol;Acc:HGNC:26943]
ENSG00000171747	LGALS4	19	galectin 4 [Source:HGNC Symbol;Acc:HGNC:6565]
ENSG00000171786	NHLH1	1	nescient helix-loop-helix 1 [Source:HGNC Symbol;Acc:HGNC:7817]
ENSG00000171858	RPS21	20	ribosomal protein S21 [Source:HGNC Symbol;Acc:HGNC:10409]
ENSG00000171861	MRM3	17	mitochondrial rRNA methyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:18485]
ENSG00000171931	FBXW10	17	F-box and WD repeat domain containing 10 [Source:HGNC Symbol;Acc:HGNC:1211]
ENSG00000172061	LRRC15	3	leucine rich repeat containing 15 [Source:HGNC Symbol;Acc:HGNC:20818]
ENSG00000172183	ISG20	15	interferon stimulated exonuclease gene 20 [Source:HGNC Symbol;Acc:HGNC:6130]
ENSG00000172216	CEBPB	20	CCAAT enhancer binding protein beta [Source:HGNC Symbol;Acc:HGNC:1834]
ENSG00000172232	AZU1	19	azurocidin 1 [Source:HGNC Symbol;Acc:HGNC:913]
ENSG00000172432	GTPBP2	6	GTP binding protein 2 [Source:HGNC Symbol;Acc:HGNC:4670]
ENSG00000172568	FNDC9	5	fibronectin type III domain containing 9 [Source:HGNC Symbol;Acc:HGNC:33547]
ENSG00000172638	EFEMP2	11	EGF containing fibulin extracellular matrix protein 2 [Source:HGNC Symbol;Acc:HGNC:3219]
ENSG00000172748	ZNF596	8	zinc finger protein 596 [Source:HGNC Symbol;Acc:HGNC:27268]
ENSG00000172818	OVOL1	11	ovo like transcriptional repressor 1 [Source:HGNC Symbol;Acc:HGNC:8525]
ENSG00000172845	SP3	2	Sp3 transcription factor [Source:HGNC Symbol;Acc:HGNC:11208]
ENSG00000173110	HSPA6	1	heat shock protein family A (Hsp70) member 6 [Source:HGNC Symbol;Acc:HGNC:5239]
ENSG00000173145	NOC3L	10	NOC3 like DNA replication regulator [Source:HGNC Symbol;Acc:HGNC:24034]
ENSG00000173200	PARP15	3	poly(ADP-ribose) polymerase family member 15 [Source:HGNC Symbol;Acc:HGNC:26876]
ENSG00000173262	SLC2A14	12	solute carrier family 2 member 14 [Source:HGNC Symbol;Acc:HGNC:18301]
ENSG00000173285	OR10K1	1	olfactory receptor family 10 subfamily K member 1 [Source:HGNC Symbol;Acc:HGNC:14693]
ENSG00000173320	STOX2	4	storkhead box 2 [Source:HGNC Symbol;Acc:HGNC:25450]
ENSG00000173349	SFT2D3	2	SFT2 domain containing 3 [Source:HGNC Symbol;Acc:HGNC:28767]
ENSG00000173366	AC097637.1	3	novel twinfilin, actin-binding protein, homolog 2 (Drosophila) (TWF2) and toll-like receptor 9 (TLR9) protein
ENSG00000173540	GMPPB	3	GDP-mannose pyrophosphorylase B [Source:HGNC Symbol;Acc:HGNC:22932]
ENSG00000173545	ZNF622	5	zinc finger protein 622 [Source:HGNC Symbol;Acc:HGNC:30958]
ENSG00000173548	SNX33	15	sorting nexin 33 [Source:HGNC Symbol;Acc:HGNC:28468]
ENSG00000173559	NABP1	2	nucleic acid binding protein 1 [Source:HGNC Symbol;Acc:HGNC:26232]
ENSG00000173575	CHD2	15	chromodomain helicase DNA binding protein 2 [Source:HGNC Symbol;Acc:HGNC:1917]
ENSG00000173641	HSPB7	1	heat shock protein family B (small) member 7 [Source:HGNC Symbol;Acc:HGNC:5249]
ENSG00000173714	WFIKKN2	17	WAP, follistatin/kazal, immunoglobulin, kunitz and netrin domain containing 2 [Source:HGNC Symbol;Acc:HGNC:30916]
ENSG00000173825	TIGD3	11	tigger transposable element derived 3 [Source:HGNC Symbol;Acc:HGNC:18334]
ENSG00000173908	KRT28	17	keratin 28 [Source:HGNC Symbol;Acc:HGNC:30842]
ENSG00000173917	HOXB2	17	homeobox B2 [Source:HGNC Symbol;Acc:HGNC:5113]
ENSG00000173947	PIFO	1	primary cilia formation [Source:HGNC Symbol;Acc:HGNC:27009]
ENSG00000174123	TLR10	4	toll like receptor 10 [Source:HGNC Symbol;Acc:HGNC:15634]
ENSG00000174197	MGA	15	MAX dimerization protein MGA [Source:HGNC Symbol;Acc:HGNC:14010]
ENSG00000174327	SLC16A13	17	solute carrier family 16 member 13 [Source:HGNC Symbol;Acc:HGNC:31037]
ENSG00000174371	EXO1	1	exonuclease 1 [Source:HGNC Symbol;Acc:HGNC:3511]
ENSG00000174498	IGDCC3	15	immunoglobulin superfamily DCC subclass member 3 [Source:HGNC Symbol;Acc:HGNC:9700]
ENSG00000174521	TTC9B	19	tetratricopeptide repeat domain 9B [Source:HGNC Symbol;Acc:HGNC:26395]
ENSG00000174840	PDE12	3	phosphodiesterase 12 [Source:HGNC Symbol;Acc:HGNC:25386]
ENSG00000174871	CNIH2	11	cornichon family AMPA receptor auxiliary protein 2 [Source:HGNC Symbol;Acc:HGNC:28744]
ENSG00000175318	GRAMD2A	15	GRAM domain containing 2A [Source:HGNC Symbol;Acc:HGNC:27287]
ENSG00000175352	NRIP3	11	nuclear receptor interacting protein 3 [Source:HGNC Symbol;Acc:HGNC:1167]
ENSG00000175356	SCUBE2	11	signal peptide, CUB domain and EGF like domain containing 2 [Source:HGNC Symbol;Acc:HGNC:30425]
ENSG00000175544	CABP4	11	calcium binding protein 4 [Source:HGNC Symbol;Acc:HGNC:1386]
ENSG00000175591	P2RY2	11	purinergic receptor P2Y2 [Source:HGNC Symbol;Acc:HGNC:8541]
ENSG00000175592	FOSL1	11	FOS like 1, AP-1 transcription factor subunit [Source:HGNC Symbol;Acc:HGNC:13718]
ENSG00000175866	BAIAP2	17	BAR/IMD domain containing adaptor protein 2 [Source:HGNC Symbol;Acc:HGNC:947]
ENSG00000176248	ANAPC2	9	anaphase promoting complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:19989]
ENSG00000176406	RIMS2	8	regulating synaptic membrane exocytosis 2 [Source:HGNC Symbol;Acc:HGNC:17283]
ENSG00000176438	SYNE3	14	spectrin repeat containing nuclear envelope family member 3 [Source:HGNC Symbol;Acc:HGNC:19861]
ENSG00000176697	BDNF	11	brain derived neurotrophic factor [Source:HGNC Symbol;Acc:HGNC:1033]
ENSG00000176749	CDK5R1	17	cyclin dependent kinase 5 regulatory subunit 1 [Source:HGNC Symbol;Acc:HGNC:1775]
ENSG00000176994	SMCR8	17	SMCR8-C9orf72 complex subunit [Source:HGNC Symbol;Acc:HGNC:17921]
ENSG00000177283	FZD8	10	frizzled class receptor 8 [Source:HGNC Symbol;Acc:HGNC:4046]
ENSG00000177324	BEND2	X	BEN domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28509]
ENSG00000177352	CCDC71	3	coiled-coil domain containing 71 [Source:HGNC Symbol;Acc:HGNC:25760]
ENSG00000177363	LRRN4CL	11	LRRN4 C-terminal like [Source:HGNC Symbol;Acc:HGNC:33724]
ENSG00000177427	MIEF2	17	mitochondrial elongation factor 2 [Source:HGNC Symbol;Acc:HGNC:17920]
ENSG00000177464	GPR4	19	G protein-coupled receptor 4 [Source:HGNC Symbol;Acc:HGNC:4497]
ENSG00000177483	RBM44	2	RNA binding motif protein 44 [Source:HGNC Symbol;Acc:HGNC:24756]
ENSG00000177508	IRX3	16	iroquois homeobox 3 [Source:HGNC Symbol;Acc:HGNC:14360]
ENSG00000177602	HASPIN	17	histone H3 associated protein kinase [Source:HGNC Symbol;Acc:HGNC:19682]
ENSG00000177788	AL162595.1	1	novel transcript
ENSG00000177992	SPATA31E1	9	SPATA31 subfamily E member 1 [Source:HGNC Symbol;Acc:HGNC:26672]
ENSG00000178163	ZNF518B	4	zinc finger protein 518B [Source:HGNC Symbol;Acc:HGNC:29365]
ENSG00000178385	PLEKHM3	2	pleckstrin homology domain containing M3 [Source:HGNC Symbol;Acc:HGNC:34006]
ENSG00000178772	CPN2	3	carboxypeptidase N subunit 2 [Source:HGNC Symbol;Acc:HGNC:2313]
ENSG00000178919	FOXE1	9	forkhead box E1 [Source:HGNC Symbol;Acc:HGNC:3806]
ENSG00000178921	PFAS	17	phosphoribosylformylglycinamidine synthase [Source:HGNC Symbol;Acc:HGNC:8863]
ENSG00000178935	ZNF552	19	zinc finger protein 552 [Source:HGNC Symbol;Acc:HGNC:26135]
ENSG00000178965	ERICH3	1	glutamate rich 3 [Source:HGNC Symbol;Acc:HGNC:25346]
ENSG00000178966	RMI1	9	RecQ mediated genome instability 1 [Source:HGNC Symbol;Acc:HGNC:25764]
ENSG00000178999	AURKB	17	aurora kinase B [Source:HGNC Symbol;Acc:HGNC:11390]
ENSG00000179041	RRS1	8	ribosome biogenesis regulator 1 homolog [Source:HGNC Symbol;Acc:HGNC:17083]
ENSG00000179066	AC020907.1	19	novel transcript
ENSG00000179094	PER1	17	period circadian regulator 1 [Source:HGNC Symbol;Acc:HGNC:8845]
ENSG00000179363	TMEM31	X	transmembrane protein 31 [Source:HGNC Symbol;Acc:HGNC:28601]
ENSG00000179409	GEMIN4	17	gem nuclear organelle associated protein 4 [Source:HGNC Symbol;Acc:HGNC:15717]
ENSG00000179520	SLC17A8	12	solute carrier family 17 member 8 [Source:HGNC Symbol;Acc:HGNC:20151]
ENSG00000179564	LSMEM2	3	leucine rich single-pass membrane protein 2 [Source:HGNC Symbol;Acc:HGNC:26781]
ENSG00000179855	GIPC3	19	GIPC PDZ domain containing family member 3 [Source:HGNC Symbol;Acc:HGNC:18183]
ENSG00000179921	GPBAR1	2	G protein-coupled bile acid receptor 1 [Source:HGNC Symbol;Acc:HGNC:19680]
ENSG00000179922	ZNF784	19	zinc finger protein 784 [Source:HGNC Symbol;Acc:HGNC:33111]
ENSG00000180043	FAM71E2	19	family with sequence similarity 71 member E2 [Source:HGNC Symbol;Acc:HGNC:25278]
ENSG00000180071	ANKRD18A	9	ankyrin repeat domain 18A [Source:HGNC Symbol;Acc:HGNC:23643]
ENSG00000180245	RRH	4	retinal pigment epithelium-derived rhodopsin homolog [Source:HGNC Symbol;Acc:HGNC:10450]
ENSG00000180340	FZD2	17	frizzled class receptor 2 [Source:HGNC Symbol;Acc:HGNC:4040]
ENSG00000180346	TIGD2	4	tigger transposable element derived 2 [Source:HGNC Symbol;Acc:HGNC:18333]
ENSG00000180353	HCLS1	3	hematopoietic cell-specific Lyn substrate 1 [Source:HGNC Symbol;Acc:HGNC:4844]
ENSG00000180423	HARBI1	11	harbinger transposase derived 1 [Source:HGNC Symbol;Acc:HGNC:26522]
ENSG00000180532	ZSCAN4	19	zinc finger and SCAN domain containing 4 [Source:HGNC Symbol;Acc:HGNC:23709]
ENSG00000180914	OXTR	3	oxytocin receptor [Source:HGNC Symbol;Acc:HGNC:8529]
ENSG00000180917	CMTR2	16	cap methyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:25635]
ENSG00000181135	ZNF707	8	zinc finger protein 707 [Source:HGNC Symbol;Acc:HGNC:27815]
ENSG00000181284	TMEM102	17	transmembrane protein 102 [Source:HGNC Symbol;Acc:HGNC:26722]
ENSG00000181418	DDN	12	dendrin [Source:HGNC Symbol;Acc:HGNC:24458]
ENSG00000181449	SOX2	3	SRY-box transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:11195]
ENSG00000181467	RAP2B	3	RAP2B, member of RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9862]
ENSG00000181544	FANCB	X	FA complementation group B [Source:HGNC Symbol;Acc:HGNC:3583]
ENSG00000181785	OR5AS1	11	olfactory receptor family 5 subfamily AS member 1 [Source:HGNC Symbol;Acc:HGNC:15261]
ENSG00000181873	IBA57	1	iron-sulfur cluster assembly factor IBA57 [Source:HGNC Symbol;Acc:HGNC:27302]
ENSG00000182253	SYNM	15	synemin [Source:HGNC Symbol;Acc:HGNC:24466]
ENSG00000182308	DCAF4L1	4	DDB1 and CUL4 associated factor 4 like 1 [Source:HGNC Symbol;Acc:HGNC:27723]
